Time,Host,Caption,CommandLine,CreationClassName,CreationDate,CSCreationClassName,CSName,Description,ExecutablePath,ExecutionState,Handle,HandleCount,InstallDate,KernelModeTime,MaximumWorkingSetSize,MinimumWorkingSetSize,Name,OSCreationClassName,OSName,OtherOperationCount,OtherTransferCount,PageFaults,PageFileUsage,ParentProcessId,PeakPageFileUsage,PeakVirtualSize,PeakWorkingSetSize,Priority,PrivatePageCount,ProcessId,QuotaNonPagedPoolUsage,QuotaPagedPoolUsage,QuotaPeakNonPagedPoolUsage,QuotaPeakPagedPoolUsage,ReadOperationCount,ReadTransferCount,SessionId,Status,TerminationDate,ThreadCount,UserModeTime,VirtualSize,WindowsVersion,WorkingSetSize,WriteOperationCount,WriteTransferCount
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192545.964715+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1128,1632,,1966406250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,5397601,103188352,9951003,30984,1012,37028,2203581788160,62884,8,31727616,1128,27,1033,50,1064,9693,78024484,0,,,16,1371875000,2203495915520,10.0.19045,41635840,225,1953792
1698484829.733837,pc-dedo,fontdrvhost.exe,,Win32_Process,20231012192545.972215+120,Win32_ComputerSystem,PC-DEDO,fontdrvhost.exe,,,1152,36,,312500,,,fontdrvhost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,37,972,3808,2012,928,2096,2203391778816,6168,8,2060288,1152,6,40,7,41,0,0,0,,,5,0,2203390205952,10.0.19045,4722688,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.045473+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1252,1983,,2450000000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,247877,14259068,2952117,23052,1012,31904,2203566649344,42732,8,23605248,1252,23,317,44,327,947,3878912,0,,,10,3309843750,2203445125120,10.0.19045,24596480,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.063306+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1304,663,,52812500,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,379,7098,25022,3720,1012,24364,2203425517568,19784,8,3809280,1304,13,125,14,141,0,0,0,,,3,32656250,2203397730304,10.0.19045,11296768,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.176447+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1476,106,,0,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,83,322,5705,1180,1012,1440,2203388112896,12972,8,1208320,1476,11,57,11,57,0,0,0,,,1,0,2203384442880,10.0.19045,7921664,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.200232+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1576,410,,160625000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,150676,7237954,77148,7684,1012,8820,2203452346368,37724,8,7868416,1576,18,302,24,316,4,1410,0,,,8,84062500,2203427483648,10.0.19045,11554816,9610,120817798
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.205137+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1596,218,,6406250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1998,157960,17603,2428,1012,2872,2203405934592,21988,8,2486272,1596,13,89,18,91,0,0,0,,,1,5781250,2203398094848,10.0.19045,8224768,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.205294+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1604,256,,83906250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,444376,15621948,29257,13864,1012,14192,2203450593280,43900,8,14196736,1604,15,159,16,165,105,639092,0,,,2,8906250,2203445874688,10.0.19045,10227712,2076,61493408
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.205525+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1612,790,,4218750,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,100,1778,20068,2524,1012,3048,2203405684736,22056,8,2584576,1612,10,184,10,184,0,0,0,,,1,7968750,2203402014720,10.0.19045,10395648,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.222990+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1728,171,,22500000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,80,2158,8862,3824,1012,3876,2203399323648,14392,8,3915776,1728,8,60,8,60,0,0,0,,,2,30000000,2203397222400,10.0.19045,9211904,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.226545+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1760,637,,285625000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1216,34540,66363,4708,1012,5024,2203412193280,22168,8,4820992,1760,11,91,13,93,0,0,0,,,7,170781250,2203405344768,10.0.19045,13512704,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.228352+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1776,154,,3281250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,11874,1053280,11822,1824,1012,2164,2203405340672,16772,8,1867776,1776,13,82,15,86,392,994,0,,,7,1562500,2203401670656,10.0.19045,8794112,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.236338+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1864,463,,157031250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,26937,324134,322275,18296,1012,21284,2203460186112,32636,8,18735104,1864,14,88,20,140,30100,1766598096,0,,,7,240781250,2203432484864,10.0.19045,18350080,30173,525980160
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.240191+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1896,586,,3750000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,2436,87656,14550,2012,1012,2264,2203400712192,16804,8,2060288,1896,10,85,11,94,264,5392,0,,,3,1093750,2203393572864,10.0.19045,9334784,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.269124+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,1272,164,,56406250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,173083,6238870,67749,6400,1012,8024,2203413184512,18632,8,6553600,1272,31,57,41,58,0,0,0,,,1,58593750,2203390640128,10.0.19045,10289152,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.280806+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2052,241,,296250000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,7903,533461,35663,2764,1012,3708,2203402055680,17504,8,2830336,2052,10,80,16,81,0,0,0,,,6,341406250,2203392618496,10.0.19045,9936896,0,0
1698484829.733837,pc-dedo,atiesrxx.exe,,Win32_Process,20231012192546.289218+120,Win32_ComputerSystem,PC-DEDO,atiesrxx.exe,,,2092,199,,15781250,,,atiesrxx.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,67361,463754,7738,1848,1012,2252,4383195136,7008,8,1892352,2092,9,83,11,92,0,0,0,,,4,12812500,4375629824,10.0.19045,4206592,0,0
1698484829.733837,pc-dedo,amdfendrsr.exe,,Win32_Process,20231012192546.289352+120,Win32_ComputerSystem,PC-DEDO,amdfendrsr.exe,,,2100,143,,64531250,,,amdfendrsr.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,598,126214,6697,2424,1012,2492,4387876864,7928,8,2482176,2100,9,98,11,98,0,0,0,,,4,5156250,4382633984,10.0.19045,4145152,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.298498+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2156,124,,781250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,71,1004,9289,1716,1012,1992,2203393916928,16028,8,1757184,2156,8,64,9,65,0,0,0,,,1,156250,2203388149760,10.0.19045,9117696,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.310226+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2212,401,,88593750,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,179916,17100757,51206,5724,1012,6844,2203439661056,24608,8,5861376,2212,17,105,21,107,28,3248,0,,,5,20000000,2203423363072,10.0.19045,12050432,28,4480
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.337643+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2300,199,,191875000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,5146,191518,149889,3896,1012,5276,2203426168832,25268,8,3989504,2300,13,107,15,107,0,0,0,,,2,182812500,2203408855040,10.0.19045,11300864,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.339412+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2320,564,,243437500,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,851954,57698564,326349,3692,1012,5932,2203421401088,21540,8,3780608,2320,14,106,22,107,0,0,0,,,8,288281250,2203402510336,10.0.19045,12300288,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.384637+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2440,206,,1364062500,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,31366,12222,2593033,15560,1012,43100,2203464560640,54420,8,15933440,2440,12,89,15,90,338988,1377378608,0,,,5,5832968750,2203446611968,10.0.19045,25468928,675,1437456
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.392535+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2480,242,,7375156250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,267764,3921814,3180694,3612,1012,22556,2207741583360,45348,8,3698688,2480,13,106,15,127,178,9973927,0,,,6,336718750,2207730712576,10.0.19045,9953280,12910,203940289
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.392843+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2488,313,,21718750,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,150,110,24134,1356,1012,1508,2203393556480,13736,8,1388544,2488,8,73,8,75,20,1106400,0,,,3,9218750,2203390406656,10.0.19045,8257536,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.393326+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2496,173,,5000000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,97,2246,22855,2100,1012,2516,2203401052160,16948,8,2150400,2496,9,73,10,73,34,714,0,,,4,6406250,2203395276800,10.0.19045,10190848,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.410090+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2600,180,,8593750,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,2401,137744,23555,2116,1012,2624,2203404353536,19296,8,2166784,2600,13,78,15,82,11952,240368,0,,,2,5937500,2203398557696,10.0.19045,10366976,0,0
1698484829.733837,pc-dedo,Memory Compression,,Win32_Process,20231012192546.411707+120,Win32_ComputerSystem,PC-DEDO,Memory Compression,,,2608,0,,6736562500,,,Memory Compression,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,0,0,14170934,2020,4,7336,3803709440,2347852,8,2068480,2608,0,5,0,5,0,0,0,,,66,0,751435776,10.0.19045,606851072,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.421774+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2660,313,,61562500,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,40052,1059568,24612,3060,1012,3524,2203406405632,19848,8,3133440,2660,11,98,25,100,0,0,0,,,2,15000000,2203400638464,10.0.19045,9375744,432,139104
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.421815+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2668,185,,16875000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,37569,2213392,114329,2560,1012,7356,2203719630848,24900,8,2621440,2668,11,132,20,651,0,0,0,,,5,20000000,2203444334592,10.0.19045,10199040,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.615703+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2792,206,,166718750,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,505087,29640186,491029,2592,1012,4672,2203406614528,19088,8,2654208,2792,11,88,18,89,0,0,0,,,3,80312500,2203398656000,10.0.19045,10977280,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.632029+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2836,284,,25156250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,11170,990130,12604,3384,1012,3592,2203408244736,21752,8,3465216,2836,12,99,15,99,0,0,0,,,5,33750000,2203403309056,10.0.19045,7286784,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.638738+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2876,351,,1272343750,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,2072175,145842145,163882,4228,1012,5304,2203427184640,18628,8,4329472,2876,15,88,28,95,116,36540,0,,,10,440781250,2203410411520,10.0.19045,11358208,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.679073+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2984,131,,156250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,53,142,7806,1608,1012,1808,2203393294336,15664,8,1646592,2984,9,64,10,66,0,0,0,,,1,0,2203387580416,10.0.19045,8417280,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.701762+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2184,468,,166718750,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,61357,24480136,2098331,14460,1012,21560,2203469303808,43068,8,14807040,2184,33,149,38,152,1,116,0,,,12,260937500,2203457359872,10.0.19045,13574144,2,32928
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192546.790988+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,2820,134,,156250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,68,350,7236,1404,1012,1672,2203392983040,17020,8,1437696,2820,9,67,10,67,0,0,0,,,1,0,2203389313024,10.0.19045,8605696,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192547.148994+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,3200,718,,1490156250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,310342,11957468,73752,8012,1012,8700,2203429187584,31092,8,8204288,3200,15,129,19,131,7,387240,0,,,13,1152812500,2203423420416,10.0.19045,15880192,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192547.210082+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,3360,210,,20156250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,30159,3440012,29995,2600,1012,4864,2203417325568,20600,8,2662400,3360,14,111,17,116,0,0,0,,,3,8437500,2203412885504,10.0.19045,11653120,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192547.210086+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,3368,365,,14218750,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,13044,1482720,18525,2616,1012,3500,2203409985536,20112,8,2678784,3368,14,99,21,99,0,0,0,,,4,6250000,2203399499776,10.0.19045,10399744,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192547.225335+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,3484,266,,8125000,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,20848,9555214,24179,3044,1012,4240,2203436142592,32576,8,3117056,3484,20,128,33,130,0,0,0,,,3,4687500,2203416649728,10.0.19045,9535488,0,0
1698484829.733837,pc-dedo,spoolsv.exe,,Win32_Process,20231012192547.257027+120,Win32_ComputerSystem,PC-DEDO,spoolsv.exe,,,3640,512,,171562500,,,spoolsv.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1561755,123717699,47304,7172,1012,7684,2203460153344,18884,8,7344128,3640,24,180,37,188,6,1932,0,,,8,66875000,2203448709120,10.0.19045,10600448,2,320
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192547.520366+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,3784,183,,7343750,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,40411,286018,18992,2152,1012,2472,2203403632640,18784,8,2203648,3784,11,83,16,94,10849,579116,0,,,5,6718750,2203399962624,10.0.19045,8929280,8086,871120
1698484829.733837,pc-dedo,AppleMobileDeviceService.exe,,Win32_Process,20231012192547.541116+120,Win32_ComputerSystem,PC-DEDO,AppleMobileDeviceService.exe,,,3996,224,,6718750,,,AppleMobileDeviceService.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,721,33942,11652,3728,1012,3820,4450779136,13160,8,3817472,3996,18,212,18,213,3,11403,0,,,9,4843750,4447629312,10.0.19045,5701632,0,0
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192547.541523+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,4004,408,,208906250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,323606,28175040,764368,8856,1012,70936,2204074921984,95544,8,9068544,4004,30,141,1000,1003,73315,68940509,0,,,7,155781250,2203621732352,10.0.19045,17686528,97718,478203052
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192547.542968+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,4016,496,,1006406250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1573,557524,17769525,17840,1012,36112,2203555340288,50124,8,18268160,4016,21,118,25,137,68089,557011722,0,,,20,1901875000,2203530620928,10.0.19045,24797184,438,11302260
1698484829.733837,pc-dedo,CorsairGamingAudioCfgService64.exe,,Win32_Process,20231012192547.543757+120,Win32_ComputerSystem,PC-DEDO,CorsairGamingAudioCfgService64.exe,,,4028,284,,133281250,,,CorsairGamingAudioCfgService64.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,982680,16444806,35540,2784,1012,3852,4428288000,9036,8,2850816,4028,13,105,21,110,1855001,24781562,0,,,19,83906250,4394733568,10.0.19045,5197824,483190,22632759
1698484829.733837,pc-dedo,svchost.exe,,Win32_Process,20231012192547.544413+120,Win32_ComputerSystem,PC-DEDO,svchost.exe,,,4048,360,,852031250,,,svchost.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,124015,28787712,9586994,48364,1012,405440,2204265340928,332024,8,49524736,4048,24,136,70,1035,33079,792259506,0,,,17,1167343750,2203687567360,10.0.19045,56135680,92554,478650766
1698484829.733837,pc-dedo,AsusUpdateCheck.exe,,Win32_Process,20231012192547.544410+120,Win32_ComputerSystem,PC-DEDO,AsusUpdateCheck.exe,,,4044,181,,2656250,,,AsusUpdateCheck.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,557,10586,19270,2256,1012,2596,4396769280,10044,8,2310144,4044,11,114,13,123,36,724,0,,,2,156250,4388974592,10.0.19045,5345280,0,0
1698484829.733837,pc-dedo,CueLLAccessService.exe,,Win32_Process,20231012192547.544953+120,Win32_ComputerSystem,PC-DEDO,CueLLAccessService.exe,,,4088,262,,35994843750,,,CueLLAccessService.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,1563690381,3374082201,10510,2256,1012,4256,73957376,12700,8,2310144,4088,17,138,21,141,0,0,0,,,3,9898906250,66093056,10.0.19045,5492736,718,63985
1698484829.733837,pc-dedo,gameinputsvc.exe,,Win32_Process,20231012192547.545602+120,Win32_ComputerSystem,PC-DEDO,gameinputsvc.exe,,,3168,280,,2812500,,,gameinputsvc.exe,Win32_OperatingSystem,Microsoft Windows 10 Pro|C:\Windows|\Device\Harddisk1\Partition3,2503,94844,6462,1492,1012,1548,2203388420096,5692,8,1527808,3168,7,68,9,68,0,0,0,,,3,312500,2203385298944,10.0.19045,3661824,0,0
